0 0.000013 1040
0 0.000023 -25596
0 0.000032 -31148
0 0.000042 -41124
0 0.000056 -46082
0 0.000067 -49990
0 0.000077 -52026
0 0.000086 -53492
0 0.000097 -55330
0 0.000106 -57352
0 0.000116 -58660
0 0.000125 -58564
0 0.000135 -59746
0 0.000144 -60622
0 0.000152 -61366
0 0.000185 -62268
0 0.000206 -62466
0 0.000223 -62294
0 0.000236 -62822
0 0.000248 -63302
1 0.000009 1040
1 0.000021 -28014
1 0.000032 -16034
1 0.000043 -34380
1 0.000053 -41314
1 0.000063 -48524
1 0.000072 -50770
1 0.000081 -53340
1 0.000094 -55080
1 0.000105 -56572
1 0.000115 -57758
1 0.000125 -57972
1 0.000134 -58300
1 0.000142 -58924
1 0.000151 -60234
1 0.000160 -60910
1 0.000169 -61116
1 0.000177 -61736
1 0.000186 -61396
1 0.000195 -61818
2 0.000007 1040
2 0.000015 -26472
2 0.000024 -17790
2 0.000032 -34412
2 0.000041 -39586
2 0.000049 -47692
2 0.000057 -52578
2 0.000065 -54884
2 0.000074 -55922
2 0.000083 -58084
2 0.000091 -59110
2 0.000099 -59418
2 0.000107 -59448
2 0.000120 -59346
2 0.000131 -60290
2 0.000141 -61050
2 0.000157 -61642
2 0.000169 -61562
2 0.000185 -61766
2 0.000197 -62122
3 0.000008 1040
3 0.000020 -27306
3 0.000031 -16616
3 0.000041 -33990
3 0.000052 -38880
3 0.000062 -48144
3 0.000072 -52568
3 0.000082 -54312
3 0.000091 -56374
3 0.000100 -57966
3 0.000110 -59212
3 0.000119 -59228
3 0.000164 -59196
3 0.000179 -59670
3 0.000191 -60658
3 0.000200 -61626
3 0.000209 -61998
3 0.000224 -62258
3 0.000235 -62640
3 0.000245 -63014
4 0.000007 1040
4 0.000016 -28030
4 0.000024 -15354
4 0.000033 -32366
4 0.000042 -38652
4 0.000051 -46790
4 0.000059 -49900
4 0.000067 -52110
4 0.000075 -55002
4 0.000083 -56878
4 0.000091 -59258
4 0.000100 -58658
4 0.000108 -58216
4 0.000116 -59174
4 0.000124 -59300
4 0.000132 -60196
4 0.000140 -60910
4 0.000148 -61306
4 0.000156 -61230
4 0.000164 -61584
5 0.000008 1040
5 0.000027 -26956
5 0.000041 -14376
5 0.000053 -34856
5 0.000066 -41138
5 0.000077 -49058
5 0.000093 -52590
5 0.000106 -54572
5 0.000118 -56236
5 0.000129 -57682
5 0.000139 -58778
5 0.000149 -58426
5 0.000159 -59520
5 0.000168 -60426
5 0.000178 -60944
5 0.000188 -61334
5 0.000197 -61726
5 0.000207 -61668
5 0.000216 -61716
5 0.000225 -62044
6 0.000008 1040
6 0.000017 -25976
6 0.000026 -16226
6 0.000034 -33286
6 0.000044 -41490
6 0.000058 -48546
6 0.000070 -51316
6 0.000092 -52790
6 0.000113 -54894
6 0.000129 -56884
6 0.000142 -58268
6 0.000153 -58086
6 0.000164 -57610
6 0.000173 -59066
6 0.000182 -60034
6 0.000191 -61384
6 0.000204 -61254
6 0.000214 -61606
6 0.000223 -62398
6 0.000231 -62476
7 0.000006 1040
7 0.000019 -25154
7 0.000030 -13686
7 0.000039 -33480
7 0.000051 -40574
7 0.000061 -47906
7 0.000070 -51220
7 0.000079 -53834
7 0.000088 -55332
7 0.000105 -57408
7 0.000117 -58708
7 0.000127 -58198
7 0.000136 -58164
7 0.000144 -59088
7 0.000153 -60226
7 0.000161 -60808
7 0.000170 -61712
7 0.000178 -62270
7 0.000187 -62522
7 0.000199 -63176
8 0.000008 1040
8 0.000017 -24042
8 0.000025 -12422
8 0.000034 -32978
8 0.000042 -39992
8 0.000051 -48486
8 0.000060 -51006
8 0.000068 -53400
8 0.000076 -54574
8 0.000085 -56728
8 0.000094 -58112
8 0.000111 -58466
8 0.000123 -58060
8 0.000134 -59470
8 0.000148 -60586
8 0.000159 -61324
8 0.000170 -61442
8 0.000181 -61840
8 0.000190 -62298
8 0.000200 -62686
9 0.000007 1040
9 0.000017 -26574
9 0.000026 -15122
9 0.000035 -32854
9 0.000044 -39330
9 0.000054 -47048
9 0.000063 -50580
9 0.000072 -52168
9 0.000081 -54020
9 0.000089 -56302
9 0.000098 -58430
9 0.000107 -58344
9 0.000115 -59090
9 0.000124 -59562
9 0.000133 -59954
9 0.000142 -60748
9 0.000151 -61236
9 0.000160 -61480
9 0.000172 -61782
9 0.000182 -62024
10 0.000009 1040
10 0.000020 -25246
10 0.000031 -16612
10 0.000041 -34718
10 0.000051 -40136
10 0.000061 -48144
10 0.000071 -51430
10 0.000081 -52960
10 0.000090 -54522
10 0.000099 -57416
10 0.000108 -58776
10 0.000118 -58858
10 0.000127 -58844
10 0.000136 -59392
10 0.000145 -60512
10 0.000162 -61026
10 0.000174 -62078
10 0.000185 -62172
10 0.000194 -62798
10 0.000202 -62802
11 0.000006 1040
11 0.000019 -30426
11 0.000032 -17036
11 0.000043 -36628
11 0.000053 -41228
11 0.000061 -48172
11 0.000070 -50728
11 0.000079 -52796
11 0.000090 -54238
11 0.000100 -56772
11 0.000110 -58310
11 0.000119 -57674
11 0.000127 -58556
11 0.000136 -58876
11 0.000153 -59766
11 0.000165 -60236
11 0.000176 -60112
11 0.000193 -60564
11 0.000210 -60636
11 0.000228 -61308
12 0.000011 1040
12 0.000029 -26694
12 0.000048 -14824
12 0.000067 -33958
12 0.000084 -38618
12 0.000103 -49074
12 0.000122 -52424
12 0.000140 -54038
12 0.000159 -55880
12 0.000177 -58028
12 0.000193 -58896
12 0.000207 -58446
12 0.000225 -58702
12 0.000243 -59678
12 0.000261 -60100
12 0.000279 -61374
12 0.000296 -61826
12 0.000311 -62214
12 0.000327 -62520
12 0.000344 -62846
13 0.000009 1040
13 0.000022 -26232
13 0.000033 -15474
13 0.000045 -34450
13 0.000056 -42174
13 0.000066 -49234
13 0.000075 -51360
13 0.000084 -53506
13 0.000094 -55236
13 0.000107 -57112
13 0.000117 -58002
13 0.000126 -58400
13 0.000142 -58422
13 0.000155 -59232
13 0.000168 -59760
13 0.000183 -60756
13 0.000198 -61008
13 0.000216 -61388
13 0.000238 -61736
13 0.000260 -62154
14 0.000013 1040
14 0.000032 -27510
14 0.000053 -17854
14 0.000072 -36990
14 0.000093 -43636
14 0.000114 -49826
14 0.000128 -53034
14 0.000147 -54694
14 0.000173 -56094
14 0.000193 -57902
14 0.000216 -59532
14 0.000237 -59306
14 0.000270 -59034
14 0.000294 -60370
14 0.000314 -61196
14 0.000333 -61770
14 0.000356 -61602
14 0.000376 -61646
14 0.000393 -61796
14 0.000412 -62216
15 0.000010 1040
15 0.000030 -26164
15 0.000051 -17068
15 0.000071 -35378
15 0.000092 -41414
15 0.000113 -49032
15 0.000134 -51628
15 0.000153 -53522
15 0.000204 -55092
15 0.000229 -57304
15 0.000250 -58648
15 0.000271 -58144
15 0.000291 -58478
15 0.000311 -59518
15 0.000331 -59894
15 0.000347 -60860
15 0.000366 -61132
15 0.000386 -61568
15 0.000407 -61714
15 0.000427 -62152
16 0.000011 1040
16 0.000030 -26634
16 0.000043 -15870
16 0.000054 -33852
16 0.000064 -41120
16 0.000079 -48478
16 0.000097 -51732
16 0.000120 -53518
16 0.000137 -54894
16 0.000153 -56794
16 0.000168 -58466
16 0.000181 -57776
16 0.000193 -57702
16 0.000206 -58258
16 0.000221 -59372
16 0.000233 -59706
16 0.000243 -60098
16 0.000254 -60424
